codigo,nombre,parte_analizada,humedad,energia_kcal,energia_kj,proteina,lipidos,carb_totales,carb_disp,fibra,cenizas,calcio,hierro,sodio,fosforo,yodo,zinc,magnesio,potasio,tiamina,riboflavina,niacina,folatos,vit_b12,vit_c,vit_a_er,grasa_sat,grasa_mono,grasa_poli,colesterol,parte_comestible_pct
F045,"Cordero, corazón, crudo Corazón",,75.0,135.0,563.0,16.0,7.8,0.2,0.0,1.0,,6.0,43.0,89.0,200.0,70.0,19.0,15.0,316.0,28.0,100.0,63.0,2.0,1025.0,5.0,0.0,22.0,16.0,5.0,135.0,100.0
F046,"Cordero, hígado, crudo Higado 72,2 130 544 —",,20.3,49.0,1.1,0.0,1.5,,,,,12.0,7.4,70.0,350.0,5.0,46.0,19.0,313.0,0.23,363.0,15.2,230.0,90.05,20.0,7391.0,1.9,1.1,0.8,371.0,100.0
F047,"Cordero, riñón, crudo Riñón",,76.7,104.0,438.0,18.0,3.2,0.8,0.0,1.3,,13.0,41.0,1566.0,270.0,60.0,22.0,17.0,277.0,51.0,300.0,61.0,28.0,5241.0,10.0,9.0,10.0,6.0,5.0,337.0,100.0
F048,"Gallina, entera con piel, cruda",,61.3,256.0,1061.0,18.9,20.0,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,
F050,"Iguana, carne, cruda",,72.9,106.0,48.0,244.0,0.9,0.0,0.0,1.8,,,,,,,,,,,,,,,,,,,,,
F051,"Jamón de cerdo y res, tipo sánduche, precocido",,62.6,215.0,895.0,114.0,15.5,7.4,0.0,3.0,,,,,,,,,,,,,,,,,,,,,
F052,"Jamón de cerdo, crudo",,64.4,162.0,682.0,23.7,6.6,2.0,0.0,3.3,,,,,,,,,,,,,,,,,,,,,
F053,"— Cordero, carne muy gorda, cruda |",,50.8,357.0,1475.0,156.0,327.0,0.0,0.0,2.0,,22.0,13.0,1066.0,198.0,14.0,15.0,251.0,39.0,14.0,45.0,0.0,2.0,0.0,0.0,15.0,18.0,7.0,38.0,100.0,
F054,"Mortadela de cerdo y res, precocida",,52.3,298.0,1239.0,16.7,238.0,4.3,0.0,2.9,,59.0,18.0,1228.0,191.0,8.6,1.9,16.0,207.0,0.14,0.18,4.1,3.0,1.68,0.0,0.0,8.2,10.1,3.9,70.0,100.0
F055,"Mortadela de pollo, precocida 51,3 291 |",,1210.0,16.4,21.6,78.0,0.0,2.9,,,,57.0,18.0,1169.0,183.0,85.0,22.0,18.0,22.0,9.0,15.0,26.0,3.0,14.0,0.0,0.0,61.0,81.0,47.0,83.0,100.0
F056,"Pato, carne, cruda | 74,0 131 550 18,3 6,3 0,4 |",,0.0,1.0,,,,,,,,15.0,18.0,59.0,188.0,12.0,19.0,19.0,266.0,10.0,24.0,56.0,25.0,300.0,0.0,24.0,21.0,25.0,9.0,84.0,55.0
F057,"— Pavo, als sin piel, cruda Ala sin piel 749 M",,1.0,467.0,227.0,22.0,0.0,0.0,11.0,,,8.0,5.0,67.0,170.0,15.0,238.0,0.04,11.0,64.0,7.0,98.0,0.0,0.0,6.0,7.0,4.0,66.0,46.0,,
F058,"Pavo, costillar con piel, crudo Costillar",,74.0,102.0,431.0,15.0,0.9,8.4,0.0,1.7,,29.0,,,,,,,,,,,,,,,,,,,
F059,"Pavo, entero con piel, crudo",,704.0,156.0,651.0,20.9,8.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,
F060,"Pavo, entero con piel, horneado, sin sal",,62.7,181.0,760.0,28.2,7.3,0.6,0.0,1.2,,26.0,1.8,68.0,203.0,8.0,3.0,25.0,280.0,0.06,0.18,9.5,7.0,1.11,0.0,0.0,2.8,3.2,2.5,2.0,100.0
F061,"Pavo, pechuga sin piel, cruda Pechuga sin piel",,72.9,108.0,458.0,243.0,10.0,0.5,0.0,1.4,,5.0,0.9,41.0,227.0,2.0,0.8,20.0,2352.0,0.04,0.12,11.2,8.0,0.96,0.0,2.0,0.4,0.3,4.0,58.0,82.0
F062,"Pavo, pechuga sin piel, horneada, sin sal Pechuga sin piel",,65.6,194.0,608.0,30.1,2.6,0.0,0.0,1.9,,12.0,1.5,52.0,224.0,1.7,24.0,293.0,4.0,0.13,12.3,6.0,0.39,0.0,0.0,0.2,0.1,0.2,83.0,73.0,
F063,,,,,,,,,,,,24.0,10.0,233.0,160.0,3.4,15.0,133.0,0.05,0.21,49.0,5.0,176.0,0.0,13.0,1.6,18.0,53.0,,,
F065,"Pavo, pierna o pernil sin piel, horneada, sin sal Pierna sin piel",,66.5,151.0,637.0,29.72,3.8,0.0,0.0,1.0,,22.0,2.7,81.0,204.0,42.0,20.0,258.0,5.0,0.27,3.3,10.0,2.0,0.0,1.3,0.9,1.1,119.0,69.0,,
F067,"Pollo, ala con piel, asada, sin sal Ala con piel",,59.6,247.0,1030.0,238.0,16.9,0.0,0.0,0.9,,18.0,0.8,98.0,219.0,7.0,1.6,24.0,212.0,0.06,0.15,6.3,9.0,0.35,0.0,12.0,5.0,77.0,3.6,141.0,54.0
F070,,,,,,,,,,,,20.0,1.3,320.0,121.0,1.4,16.0,138.0,0.11,0.15,5.3,18.0,0.25,0.0,34.0,5.9,8.9,5.0,38.0,,
F071,"Pollo, ala sin piel, cocida, sin sal Ala sin piel",,67.0,164.0,690.0,26.9,6.3,0.0,0.0,0.7,,12.0,1.1,67.0,134.0,7.0,2.0,18.0,156.0,4.0,0.11,5.2,3.0,0.22,16.0,2.0,23.0,16.0,74.0,38.0,
F072,"— Pollo, contramuslo con piel, cocido, sin sal a",,0.0,619.0,221.0,922.0,229.0,144.0,0.0,0.0,8.0,1.0,1.4,71.0,139.0,7.0,2.2,21.0,170.0,0.06,0.19,49.0,6.0,0.19,0.0,7.0,4.1,5.8,3.2,55.0,
F073,"— Pollo, contramuslo con piel. crudo ne “",,0.0,670.0,205.0,851.0,17.1,151.0,0.0,0.0,8.0,10.0,0.7,76.0,145.0,1.6,19.0,198.0,0.07,0.15,47.0,3.0,0.62,0.0,42.0,4.3,6.3,3.3,4.0,91.0,
F074,"| Pollo, contramuslo sin piel, cocido, sin sal A SÍN.",,5648.0,185.0,777.0,247.0,97.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,
F075,,,,,,,,,,,,7.0,0.8,90.0,184.0,1.6,24.0,240.0,8.0,0.2,5.8,4.0,561.0,0.0,7.0,2.1,29.0,1.7,91.0,,
F076,,,,,,,,,,,,12.0,6.0,74.0,176.0,7.0,6.6,15.0,176.0,0.15,0.73,4.9,72.0,7.29,3.0,9.0,2.7,2.4,2.7,136.0,100.0
F077,"Pollo, entero con piel, crudo",,70.3,167.0,696.0,18.1,10.3,0.4,0.0,0.9,,1.0,0.7,70.0,200.0,1.1,1.5,24.0,239.0,8.0,0.16,5.6,5.0,374.0,2.0,16.0,2.9,3.4,4.0,75.0,60.0
F078,"Pollo, higado, cocido, sin sal Higado",,66.2,160.0,671.0,244.0,6.5,0.9,0.0,1.4,,1.0,116.0,76.0,405.0,40.0,25.0,262.0,0.29,199.0,110.0,578.0,16.85,28.0,23990.0,1.8,1.3,0.9,563.0,100.0,
F079,"Pollo, hígado, crudo Hígado",,765.0,109.0,4588.0,172.0,39.0,12.0,0.0,12.0,,11.86,79.0,272.0,30.0,31.0,21.0,2394.0,31.0,178.0,97.0,588.0,1658.0,32.0,3313.0,13.0,10.0,6.0,345.0,100.0,
F080,"Pollo, menudencias, cocidas, sin sal Mentes blancas",,677.0,145.0,611.0,261.0,45.0,0.0,0.0,16.0,,6.5,67.0,287.0,4.3,17.0,220.0,0.15,1.05,5.6,333.0,9.46,1764.0,1.3,1.0,8.0,442.0,100.0,,,
F081,"— Pollo, menudencias, crudas yoo",,73.1,139.0,581.0,174.0,70.0,15.0,0.0,10.0,,10.0,5.7,198.0,3.0,18.0,228.0,0.12,0.91,6.2,2346.0,11.28,13.0,2657.0,1.6,1.5,13.0,257.0,100.0,,
F082,"Pollo, molleja, cocida, sin sal | Molleja",,67.9,138.0,584.0,27.1,2.7,1.4,0.0,0.9,,,,,,,,,,,,,,,,,,,,,
F083,"Pollo, molleja, cruda  Molleja",,793.0,89.0,376.0,177.0,21.0,0.0,0.0,10.0,,11.0,25.0,69.0,148.0,2.7,15.0,237.0,3.0,23.0,37.0,5.0,121.0,4.0,19.0,5.0,5.0,4.0,240.0,100.0,
F084,"Pollo, pechuga con piel, cocida, sin sal Pechuga con piel",,65.8,174.0,731.0,26.9,74.0,0.0,0.0,0.8,,12.0,0.9,61.0,156.0,8.0,1.0,22.0,178.0,0.01,0.13,7.8,3.0,0.21,0.0,25.0,2.1,2.9,1.6,75.0,77.0
F087,"Pollo, pechuga sin piel, cocida, sin sal Pechuga sin piel",,675.0,141.0,597.0,284.0,30.0,3.0,0.0,59.0,,13.0,9.0,63.0,165.0,80.0,10.0,25.0,220.0,5.0,12.0,85.0,3.0,23.0,0.0,6.0,8.0,10.0,7.0,77.0,69.0
F088,,,,,,,,,,,,17.0,11.0,79.0,246.0,11.0,28.0,276.0,8.0,13.0,76.0,4.0,37.0,0.0,7.0,15.0,26.0,20.0,91.0,100.0,
F089,"— Pollo, pierna o colombina con piel, asada, sin sal ' Pierna con piel",,648.0,183.0,768.0,240.0,94.0,6.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,
F090,"Pollo, pierna o colombina con piel, cocida, sin sal Pierna con piel",,63.6,208.0,867.0,229.0,12.9,0.0,0.0,0.8,,,,,,,,,,,,,,,,,,,,,
F091,"Pollo, pierna o colombina con piel, cruda 'Piernaconpiel",,689.0,182.0,756.0,18.1,121.0,1.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,
F092,"Pollo, pierna o colombina con piel, frita, sin sal Pierna con piel",,55.3,265.0,1103.0,17.1,18.2,8.2,0.0,1.3,,,,,,,,,,,,,,,,,,,,,
F093,"— Pollo, pierna o colombina sin piel, cocida, sin sal Piernasin piel",,664.0,173.0,725.0,250.0,81.0,0.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,
F094,"Res, bofe o pulmón, crudo Pulmón",,79.4,90.0,380.0,16.6,2.5,0.3,0.0,1.2,,,,,,,,,,,,,,,,,,,,,
F095,"Res, cadera, frita, sin sal Cadera",,62.8,176.0,740.0,28.7,6.6,0.5,0.0,1.4,,10.0,30.0,78.0,245.0,90.0,52.0,31.0,390.0,7.0,26.0,59.0,5.0,200.0,0.0,1.0,24.0,25.0,9.0,86.0,100.0
F096,"Res, callo o menudo, cocido, sin sal Callo",,79.1,102.0,427.0,15.0,4.1,1.1,0.0,0.6,,81.0,6.0,68.0,65.0,17.0,16.0,42.0,0.0,2.0,16.0,3.0,72.0,0.0,0.0,14.0,16.0,2.0,157.0,100.0,
F097,"Res, callo o menudo, crudo Callo",,81.0,9.0,400.0,146.0,4.1,0.0,0.0,0.3,,67.0,8.0,97.0,63.0,14.0,13.0,67.0,3.0,11.0,7.0,5.0,139.0,0.0,0.0,16.0,15.0,2.0,122.0,100.0,
F098,"Res, carne gorda, cruda",,60.2,257.0,1066.0,184.0,20.3,0.2,0.0,0.9,,,,,,,,,,,,,,,,,,,,,
F099,"Res, carne magra, cruda",,71.6,139.0,582.0,21.8,5.7,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,,,,
F100,"Res, carne semigorda, cruda",,62.0,223.0,930.0,216.0,15.1,0.3,0.0,1.0,,6.0,19.0,50.0,182.0,110.0,36.0,13.0,291.0,6.0,17.0,43.0,3.0,213.0,0.0,2.0,28.0,23.0,2.0,53.0,100.0
F101,"Res, carne semigorda, molida, cruda |",,665.0,194.0,807.0,196.0,127.0,2.0,0.0,10.0,,1.0,18.0,60.0,157.0,46.0,19.0,256.0,0.12,21.0,49.0,8.0,235.0,0.0,3.0,55.0,6.1,4.0,60.0,100.0,
F102,"Res, chunchuilo, crudo Intestino",,69.2,216.0,84.0,10.0,19.1,0.0,0.0,0.7,,,,,,,,,,,,,,,,,,,,,
F103,"Res, chunchullo, dorado, sin sal Intestino",,48.0,341.0,1415.0,245.0,26.2,1.7,0.0,2.8,,0.04,21.0,24.0,0.0,100.0,,,,,,,,,,,,,,,
F104,"Res, churrasco, asado, sin sal Ojo de costilla",,60.7,175.0,137.0,3.2,45.0,0.4,0.0,1.2,,5.0,31.0,67.0,206.0,140.0,43.0,31.0,401.0,8.0,23.0,67.0,5.0,232.0,0.0,4.0,16.0,19.0,3.0,89.0,100.0
F105,"Res, corazón, crudo Corazón TA",,106.0,45.0,168.0,3.7,1.4,0.0,10.0,,,8.0,50.0,9.0,200.0,70.0,18.0,22.0,281.0,35.0,87.0,71.0,3.0,1300.0,5.0,0.0,15.0,11.0,4.0,131.0,100.0
F106,"Res, corazón, dorado, sin sal Corazón",,51.7,260.0,1084.0,28.3,15.5,1.7,0.0,28.0,,8.0,61.0,249.0,0.49,198.0,7.2,6.0,45.0,100.0,,,,,,,,,,,
F107,"Res, costilla, cruda Costilla",,56.6,287.0,1189.0,17.1,233.0,2.3,0.0,0.8,,9.0,16.0,60.0,176.0,100.0,35.0,16.0,258.0,10.0,18.0,41.0,5.0,2.0,0.0,5.0,10.0,1.1,7.0,59.0,73.0
F108,"Res, higado, asado, sin sal Higado",,58.8,184.0,776.0,29.1,5.3,5.1,0.0,1.7,,7.0,65.0,79.0,497.0,53.0,21.0,352.0,0.19,342.0,17.5,253.0,7058.0,2.0,991.0,19.0,6.0,11.0,38.0,100.0,
F109,"Res, hígado, crudo Higado",,69.7,138.0,580.0,20.4,45.0,3.9,0.0,1.5,,9.0,84.0,76.0,240.0,30.0,40.0,20.0,318.0,0.2,252.0,129.0,293.0,5930.0,24.0,10089.0,28.0,15.0,0.1,274.0,100.0
F110,"Res, higado, dorado, sin sal Hígado",,56.0,211.0,883.0,25.9,11.0,2.1,0.0,5.0,,6.0,126.0,414.0,0.21,432.0,108.0,27.0,8404.0,100.0,,,,,,,,,,,
F111,"Res, hígado, frito, sin sal",,62.0,169.0,712.0,26.7,47.0,4.9,0.0,1.5,,6.0,71.0,77.0,485.0,5.2,22.0,351.0,0.18,342.0,17.5,260.0,8313.0,1.0,7708.0,22.0,10.0,10.0,2381.0,100.0,
F112,"Res, hueso carnudo, crudo Lomo de aguja",,69.5,164.0,686.0,21.2,8.8,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,
F113,"Res, lengua, cruda Lengua",,648.0,219.0,909.0,165.0,161.0,19.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,
F114,"Res, lomo, cocido, sin sal | Lomo 53,7 218 915 36,1 7,9 0,5 |",,0.0,18.0,,,,,,,,5.0,31.0,48.0,202.0,120.0,62.0,26.0,324.0,7.0,24.0,43.0,9.0,274.0,0.0,0.0,34.0,33.0,5.0,90.0,100.0
F115,"Res, pajarilla o bazo, cruda Bazo",,712.0,102.0,431.0,184.0,32.0,0.0,0.0,12.0,,10.0,445.0,85.0,270.0,21.0,22.0,429.0,0.16,37.0,84.0,4.0,568.0,41.0,0.0,10.0,8.0,2.0,263.0,100.0,
F116,"Res, pajarilla o bazo, dorada, sin sal Bazo",,63.2,156.0,655.0,26.1,5.7,0.0,0.0,5.0,,5.0,45.1,378.0,0.15,44.0,45.0,0.0,100.0,,,,,,,,,,,,
F117,"Res, pata, cruda Pata",,69.7,125.0,531.0,28.2,1.4,0.0,0.0,0.7,,15.0,65.0,41.0,0.0,29.0,292.0,0.01,20.0,4.0,0.0,0.0,0.0,0.0,0.0,49.0,,,,,
F119,"Res, riñón, crudo Riñón 807. 87 |",,365.0,153.0,28.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,
F120,"| Res, riñón, dorado, sin sal Riñón | 596 182 766|",,272.0,73.0,20.0,0.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,
F122,"| Res, sesos, crudos | Cerebro 780) 130 542 |",,108.0,97.0,0.0,0.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,
F124,"| Res, ubre, cruda | Ubre 649 230 954 | 154 |",,187.0,0.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,
F126,,,,,,,,,,,,20.0,10.0,900.0,173.0,69.0,14.0,14.0,248.0,37.0,0.17,21.0,3.048,0.0,0.0,87.0,105.0,25.0,67.0,100.0,
F128,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,
F132,,,,,,,,,,,,27.0,7.0,68.0,87.0,10.0,20.0,269.0,0.2,45.0,30.0,15.0,1.0,0.0,320.0,1.0,1.0,2.0,50.0,100.0,
G001,Crema de leche,,60.7,330.0,1360.0,2.1,350.0,17.0,0.0,0.5,,68.0,0.0,46.0,61.0,2.6,80.0,3.0,16.0,0.0,4.0,19.0,1.0,3563.0,211.0,98.0,11.0,110.0,100.0,,
G002,,,,,,,,,,,,113.0,1.0,46.0,78.0,3.0,9.0,130.0,4.0,17.0,4.0,1.0,63.0,100.0,,,,,,,
G003,Lactosuero,,93.4,24.0,103.0,8.0,0.1,5.1,0.0,0.5,,103.0,1.0,48.0,78.0,0.4,10.0,143.0,0.04,0.14,1.0,2.0,18.0,0.0,2.0,1.0,0.0,0.0,1.0,100.0,
G004,"Leche de cabra, entera, líquida, cruda",,86.4,74.0,308.0,3.9,4.5,4.4,0.0,0.8,,120.0,0.1,50.0,100.0,2.0,0.4,14.0,180.0,0.06,0.14,0.3,1.0,0.07,1.0,24.0,2.5,1.0,0.1,100.0,
G005,"Leche de vaca, condensada, con azúcar",,270.0,327.0,1380.0,8.3,84.0,54.65,0.0,1.7,,270.0,2.0,123.0,230.0,740.0,9.0,26.0,362.0,0.09,39.0,2.0,11.0,44.0,1.0,90.0,55.0,24.0,3.0,34.0,100.0
G006,"Leche de vaca, descremada, en polvo",,3.2,358.0,1522.0,36.2,5.0,52.2,0.0,7.9,,1257.0,4.0,536.0,968.0,150.0,4.1,111.0,1757.0,42.0,155.0,10.0,50.0,403.0,7.0,7.0,5.0,2.0,0.0,20.0,100.0
G007,"Leche de vaca, descremada, líquida, pasteurizada",,91.0,34.0,145.0,3.3,0.1,4.9,0.0,0.7,,127.0,0.0,43.0,95.0,30.0,4.0,11.0,158.0,4.0,17.0,1.0,5.0,51.0,0.0,1.0,1.0,0.0,0.0,2.0,100.0
G008,"Leche de vaca, entera, en polvo",,26.0,499.0,2086.0,263.0,266.0,38.4,0.0,6.0,,940.0,0.5,2369.0,776.0,120.0,3.3,85.0,1318.0,0.26,1.42,0.6,37.0,23125.0,9.0,288.0,16.7,7.8,0.7,97.0,100.0
G009,,,,,,,,,,,,240.0,2.0,106.0,203.0,110.0,8.0,24.0,303.0,5.0,36.0,2.0,8.0,16.0,1.0,84.0,50.0,25.0,3.0,29.0,100.0
G010,"Leche de vaca, entera, líquida, cruda",,87.7,65.0,2.0,3.3,3.7,4.6,0.0,0.7,,120.0,2.0,49.0,95.0,90.0,4.0,12.0,153.0,4.0,18.0,1.0,5.0,36.0,2.0,43.0,23.0,11.0,1.0,14.0,100.0
G011,"Leche de vaca, entera, líquida, hervida",,88.0,62.0,258.0,3.1,3.3,4.3,0.0,0.7,,,,,,,,,,,,,,,,,,,,,
G012,"Leche de vaca, entera, líquida, pasteurizada",,89.5,55.0,231.0,3.2,3.2,3.4,0.0,0.7,,,,,,,,,,,,,,,,,,,,,
G013,"Leche humana, madura, líquida 87,4 m",,1.0,294.0,1.1,4.3,7.0,0.0,0.3,,,32.0,0.0,16.0,14.0,70.0,2.0,3.0,50.0,1.0,4.0,2.0,5.0,5.0,5.0,64.0,20.0,16.0,5.0,15.0,100.0
G014,"Queso crema, amarillo",,52.1,293.0,1214.0,16.4,25.1,0.4,0.0,6.0,,394.0,0.2,1172.0,790.0,38.5,1.6,29.0,234.0,0.02,0.38,0.1,13.0,0.39,0.0,247.0,16.4,7.6,0.8,55.0,100.0
G015,"Queso fresco, blando, magro, tipo suero costeño",,78.9,83.0,351.0,110.0,15.0,6.4,0.0,2.2,,,,,,,,,,,,,,,,,,,,,
G016,"Queso fresco, semiblando, semimagro, tipo cuajada",,62.1,207.0,862.0,152.0,15.4,2.0,0.0,5.3,,490.0,15.0,64.0,270.0,90.0,5.0,16.0,218.0,2.0,46.0,8.0,5.0,30.0,0.0,192.0,100.0,,,,
G017,"Queso fresco, semiduro, semigraso, tipo campesino",,540.0,301.0,1246.0,175.0,25.5,0.3,0.0,2.7,,586.0,4.0,325.0,385.0,29.0,21.0,98.0,3.0,32.0,2.0,5.0,30.0,0.0,420.0,142.0,10.1,11.0,94.0,100.0,
G019,"Queso fresco, semiduro, semigraso, tipo mozzarella",,50.0,296.0,1233.0,229.0,214.0,31.0,0.0,256.0,,517.0,2.0,373.0,350.0,180.0,29.0,20.0,74.0,3.0,28.0,1.0,7.0,228.0,0.0,241.0,129.0,63.0,7.0,79.0,100.0
G020,"Queso fresco, semiduro, semimagro, de pasta hilada",,53.8,249.0,10490.0,243.0,15.59,2.3,0.0,3.2,,782.0,2.0,619.0,463.0,28.0,23.0,84.0,2.0,30.0,1.0,9.0,82.0,0.0,165.0,101.0,45.0,5.0,64.0,100.0,
G021,"Queso fresco, semiduro, semimagro, tipo doble crema",,544.0,286.0,1190.0,234.0,187.0,5.9,0.0,28.0,,405.0,5.0,475.0,350.0,29.0,19.0,84.0,0.1,25.0,2.0,96.0,100.0,,,,,,,,
G022,"Queso madurado, blando, magro, tipo cottage, con crema",,79.0,101.0,423.0,12.5,4.5,2.6,0.0,1.4,,60.0,0.1,405.0,132.0,2.0,0.4,6.0,96.0,2.0,0.16,0.1,12.0,0.58,0.0,42.0,2.7,1.3,0.1,15.0,100.0
G023,"Queso madurado, blando, magro, tipo cottage, sin crema",,82.3,75.0,315.0,137.0,1.9,0.7,0.0,1.4,,59.0,2.0,406.0,151.0,240.0,4.0,5.0,72.0,2.0,0.0,16.0,1.0,13.0,62.0,0.0,20.0,6.0,3.0,0.0,4.0
G024,"Queso madurado, duro, semigraso, tipo parmesano",,29.2,389.0,1621.0,35.8,26.0,3.1,0.0,6.0,,1184.0,8.0,1602.0,69.0,20.0,28.0,44.0,92.0,4.0,33.0,3.0,7.0,120.0,0.0,181.0,164.0,68.0,3.0,68.0,100.0
G025,"Queso madurado, duro, semigraso, tipo roquefort",,39.7,372.0,1541.0,222.0,309.0,1.2,0.0,6.0,,632.0,6.0,1694.0,303.0,20.0,21.0,30.0,9.0,4.0,46.0,7.0,49.0,63.0,0.0,297.0,196.0,85.0,14.0,90.0,100.0
G026,"Queso madurado, semiduro, semigraso, tipo camembert",,51.8,300.0,1243.0,198.0,24.3,0.4,0.0,3.1,,388.0,3.0,842.0,347.0,138.0,24.0,20.0,187.0,3.0,49.0,6.0,62.0,131.0,0.0,252.0,153.0,59.0,5.0,72.0,100.0
G027,"Queso madurado, semiduro, semigraso, tipo holandés |",,416.0,248.0,1445.0,249.0,260.0,35.0,0.0,39.0,,829.0,3.0,802.0,525.0,36.0,39.0,29.0,119.0,3.0,30.0,1.0,21.0,160.0,0.0,283.0,180.0,77.0,7.0,109.0,100.0
G028,"Yogurt, bebible, entero, con azúcar",,82.6,81.0,343.0,2.9,2.8,11.2,0.0,0.5,,89.0,0.0,40.0,93.0,40.0,3.0,8.0,103.0,3.0,0.19,1.0,5.0,30.0,1.0,24.0,16.0,7.0,1.0,13.0,100.0
H001,"Agua de cebada perlada, sin azúcar BB",,12.0,51.0,1.0,0.0,29.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
H004,,,,,,,,,,,,56.0,5.0,57.0,5.0,26.0,63.0,16.0,28.0,30.0,44.0,0.0,0.0,130.0,100.0,,,,,,
H006,,,,,,,,,,,,4.0,151.0,80.0,9.0,6.0,30.0,0.0,2.0,4.0,5006.0,0.0,0.0,100.0,,,,,,,
H008,,,,,,,,,,,,0.0,1.0,6.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,
H009,,,,,,,,,,,,7.0,100.0,,,,,,,,,,,,,,,,,,
H010,| Néctar de albaricoque. con azúcar B46| 62 261 04  00| 147 |,,141.0,6.0,3.0,,,,,,,7.0,4.0,3.0,9.0,10.0,1.0,5.0,115.0,1.0,1.0,2.0,1.0,0.0,1.0,77.0,100.0,,,,
H012,,,,,,,,,,,,7.0,2.0,0.0,3.0,38.0,0.0,0.0,2.0,3.0,0.0,20.0,100.0,,,,,,,,
H014,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,
H015,,,,,,,,,,,,2.0,4.0,3.0,10.0,1.0,31.0,13.0,0.0,1.0,1.0,1.0,0.0,1.0,100.0,,,,,,
H016,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,
H017,"| Sabajón de tomate de árbol rojo, 14% de alcohol. 577 212|",,889.0,31.0,9.0,227.0,214.0,13.0,16.0,,,,,,,,,,,,,,,,,,,,,,
J001,,,,,,,,,,,,54.0,35.0,141.0,226.0,440.0,15.0,13.0,182.0,13.0,79.0,2.0,66.0,158.0,0.0,158.0,36.0,43.0,13.0,2.0,92.0
J002,,,,,,,,,,,,6.0,0.1,173.0,15.0,100.0,0.0,11.0,154.0,0.0,44.0,1.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
J004,,,,,,,,,,,,53.0,17.0,139.0,197.0,530.0,14.0,12.0,136.0,0.07,49.0,1.0,48.0,129.0,0.0,177.0,31.0,39.0,17.0,374.0,90.0
J005,,,,,,,,,,,,212.0,72.0,523.0,679.0,2000.0,53.0,41.0,513.0,19.0,183.0,3.0,163.0,343.0,0.0,586.0,128.0,172.0,58.0,1715.0,100.0
J006,,,,,,,,,,,,64.0,17.0,194.0,235.0,600.0,12.0,16.0,171.0,6.0,38.0,1.0,48.0,136.0,0.0,220.0,41.0,60.0,25.0,408.0,100.0
J008,,,,,,,,,,,,52.0,13.0,129.0,154.0,440.0,12.0,11.0,126.0,7.0,2.0,0.1,46135.0,1.0,122.0,31.0,42.0,13.0,381.0,90.0,
J012,,,,,,,,,,,,1.0,99.0,41.0,151.0,170.0,16.0,13.0,142.0,0.11,47.0,0.0,71.0,169.0,0.0,166.0,36.0,46.0,17.0,933.0,88.0
K001,Arequipe o dulce de leche,,28.0,320.0,1350.0,64.0,75.0,567.0,567.0,0.0,14.0,253.0,1.0,135.0,179.0,7.0,22.0,277.0,2.0,40.0,2.0,11.0,31.0,3.0,87.0,100.0,,,,,
K002,Arroz con leche,,79.0,89.0,376.0,3.3,15.0,155.0,15.4,0.1,0.7,92.0,0.4,78.0,7.0,28.0,0.4,12.0,132.0,0.1,0.13,0.3,5.0,0.36,0.0,562.0,100.0,,,,
K003,"Azúcar blanco, granulado",,5.0,397.0,1688.0,0.0,0.0,93.0,903.0,0.0,2.0,0.1,0.0,0.0,50.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,
K004,"Azúcar moreno, granulado",,16.0,390.0,1658.0,0.0,0.0,97.5,97.5,0.0,0.9,85.0,19.0,39.0,22.0,0.0,2.0,24.0,305.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,,,,,
K005,"Bocadillo o dulce de guayaba, tradicional",,19.1,332.0,1409.0,4.0,5.0,796.0,75.9,3.7,0.4,51.0,32.0,2.0,3.0,10.0,80.0,100.0,,,,,,,,,,,,,
K006,"Bocadillo o dulce de guayaba, veleño",,20.1,318.0,1352.0,0.3,0.1,79.0,0.5,,,25.0,12.0,17.0,0.02,3.0,10.0,80.0,4.0,100.0,,,,,,,,,,,
K007,"Caramelos o confites, blandos 7.2 371%",,1576.0,0.0,0.0,927.0,927.0,0.0,1.0,,,3.04,4.0,1.0,0.0,90.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,100.0,,,,,,,
